Data,Produto/Categoria,Registros do Dia,Média Esperada,Setor,Prioridade
06/07/2025,Total faturado (USD),15042,15000,Financeiro,NORMAL
06/07/2025,Suporte (Tickets),45,30,Atendimento,NORMAL
06/07/2025,Tempo de Entrega (Horas),19,24,Logística,URGENTE
06/07/2025,Novos Leads B2B,35,15,Marketing,NORMAL
06/07/2025,Disponibilidade Site (%),77,99,TI,ALERTA
07/07/2025,Eletrônicos (Laptops),60,80,Vendas,URGENTE
07/07/2025,Acessórios (Cabos/Baterias),178,250,Logística,ALERTA
07/07/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
07/07/2025,Total faturado (USD),15030,15000,Financeiro,NORMAL
07/07/2025,Suporte (Tickets),21,30,Atendimento,URGENTE
07/07/2025,Tempo de Entrega (Horas),24,24,Logística,CRÍTICA
07/07/2025,Novos Leads B2B,14,15,Marketing,URGENTE
07/07/2025,Disponibilidade Site (%),95,99,TI,ALERTA
08/07/2025,Eletrônicos (Laptops),67,80,Vendas,URGENTE
08/07/2025,Acessórios (Cabos/Baterias),186,250,Logística,ALERTA
08/07/2025,Linha Branca (Washing Machines),20,20,Vendas,ALERTA
08/07/2025,Total faturado (USD),15046,15000,Financeiro,NORMAL
08/07/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
08/07/2025,Tempo de Entrega (Horas),68,24,Logística,NORMAL
08/07/2025,Novos Leads B2B,11,15,Marketing,URGENTE
08/07/2025,Disponibilidade Site (%),93,99,TI,ALERTA
09/07/2025,Eletrônicos (Laptops),90,80,Vendas,NORMAL
09/07/2025,Acessórios (Cabos/Baterias),249,250,Logística,URGENTE
09/07/2025,Linha Branca (Washing Machines),39,20,Vendas,NORMAL
09/07/2025,Total faturado (USD),15027,15000,Financeiro,NORMAL
09/07/2025,Suporte (Tickets),73,30,Atendimento,NORMAL
09/07/2025,Tempo de Entrega (Horas),23,24,Logística,URGENTE
09/07/2025,Novos Leads B2B,25,15,Marketing,NORMAL
09/07/2025,Disponibilidade Site (%),93,99,TI,ALERTA
10/07/2025,Eletrônicos (Laptops),58,80,Vendas,CRÍTICA
10/07/2025,Acessórios (Cabos/Baterias),231,250,Logística,URGENTE
10/07/2025,Linha Branca (Washing Machines),64,20,Vendas,NORMAL
10/07/2025,Total faturado (USD),11643,15000,Financeiro,URGENTE
10/07/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
10/07/2025,Tempo de Entrega (Horas),18,24,Logística,ALERTA
10/07/2025,Novos Leads B2B,32,15,Marketing,NORMAL
10/07/2025,Disponibilidade Site (%),119,99,TI,NORMAL
11/07/2025,Eletrônicos (Laptops),64,80,Vendas,URGENTE
11/07/2025,Acessórios (Cabos/Baterias),238,250,Logística,URGENTE
11/07/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
11/07/2025,Total faturado (USD),13142,15000,Financeiro,URGENTE
11/07/2025,Suporte (Tickets),62,30,Atendimento,NORMAL
11/07/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
11/07/2025,Novos Leads B2B,14,15,Marketing,ALERTA
11/07/2025,Disponibilidade Site (%),72,99,TI,URGENTE
12/07/2025,Eletrônicos (Laptops),58,80,Vendas,URGENTE
12/07/2025,Acessórios (Cabos/Baterias),288,250,Logística,NORMAL
12/07/2025,Linha Branca (Washing Machines),16,20,Vendas,CRÍTICA
12/07/2025,Total faturado (USD),13538,15000,Financeiro,ALERTA
12/07/2025,Suporte (Tickets),54,30,Atendimento,NORMAL
12/07/2025,Tempo de Entrega (Horas),23,24,Logística,CRÍTICA
12/07/2025,Novos Leads B2B,37,15,Marketing,NORMAL
12/07/2025,Disponibilidade Site (%),85,99,TI,ALERTA
13/07/2025,Eletrônicos (Laptops),85,80,Vendas,NORMAL
13/07/2025,Acessórios (Cabos/Baterias),289,250,Logística,NORMAL
13/07/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
13/07/2025,Total faturado (USD),15016,15000,Financeiro,NORMAL
13/07/2025,Suporte (Tickets),24,30,Atendimento,URGENTE
13/07/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
13/07/2025,Novos Leads B2B,47,15,Marketing,NORMAL
13/07/2025,Disponibilidade Site (%),129,99,TI,NORMAL
14/07/2025,Eletrônicos (Laptops),79,80,Vendas,URGENTE
14/07/2025,Acessórios (Cabos/Baterias),218,250,Logística,URGENTE
14/07/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
14/07/2025,Total faturado (USD),14015,15000,Financeiro,URGENTE
14/07/2025,Suporte (Tickets),47,30,Atendimento,NORMAL
14/07/2025,Tempo de Entrega (Horas),20,24,Logística,ALERTA
14/07/2025,Novos Leads B2B,12,15,Marketing,URGENTE
14/07/2025,Disponibilidade Site (%),77,99,TI,CRÍTICA
15/07/2025,Eletrônicos (Laptops),117,80,Vendas,NORMAL
15/07/2025,Acessórios (Cabos/Baterias),238,250,Logística,URGENTE
15/07/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
15/07/2025,Total faturado (USD),14835,15000,Financeiro,URGENTE
15/07/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
15/07/2025,Tempo de Entrega (Horas),45,24,Logística,NORMAL
15/07/2025,Novos Leads B2B,12,15,Marketing,URGENTE
15/07/2025,Disponibilidade Site (%),98,99,TI,URGENTE
16/07/2025,Eletrônicos (Laptops),59,80,Vendas,URGENTE
16/07/2025,Acessórios (Cabos/Baterias),255,250,Logística,NORMAL
16/07/2025,Linha Branca (Washing Machines),46,20,Vendas,NORMAL
16/07/2025,Total faturado (USD),13459,15000,Financeiro,URGENTE
16/07/2025,Suporte (Tickets),54,30,Atendimento,NORMAL
16/07/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
16/07/2025,Novos Leads B2B,37,15,Marketing,NORMAL
16/07/2025,Disponibilidade Site (%),130,99,TI,NORMAL
17/07/2025,Eletrônicos (Laptops),79,80,Vendas,CRÍTICA
17/07/2025,Acessórios (Cabos/Baterias),228,250,Logística,URGENTE
17/07/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
17/07/2025,Total faturado (USD),15018,15000,Financeiro,NORMAL
17/07/2025,Suporte (Tickets),45,30,Atendimento,NORMAL
17/07/2025,Tempo de Entrega (Horas),23,24,Logística,ALERTA
17/07/2025,Novos Leads B2B,58,15,Marketing,NORMAL
17/07/2025,Disponibilidade Site (%),101,99,TI,NORMAL
18/07/2025,Eletrônicos (Laptops),116,80,Vendas,NORMAL
18/07/2025,Acessórios (Cabos/Baterias),279,250,Logística,NORMAL
18/07/2025,Linha Branca (Washing Machines),62,20,Vendas,NORMAL
18/07/2025,Total faturado (USD),15014,15000,Financeiro,NORMAL
18/07/2025,Suporte (Tickets),59,30,Atendimento,NORMAL
18/07/2025,Tempo de Entrega (Horas),29,24,Logística,NORMAL
18/07/2025,Novos Leads B2B,19,15,Marketing,NORMAL
18/07/2025,Disponibilidade Site (%),74,99,TI,ALERTA
19/07/2025,Eletrônicos (Laptops),73,80,Vendas,URGENTE
19/07/2025,Acessórios (Cabos/Baterias),179,250,Logística,ALERTA
19/07/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
19/07/2025,Total faturado (USD),15033,15000,Financeiro,NORMAL
19/07/2025,Suporte (Tickets),24,30,Atendimento,ALERTA
19/07/2025,Tempo de Entrega (Horas),67,24,Logística,NORMAL
19/07/2025,Novos Leads B2B,14,15,Marketing,ALERTA
19/07/2025,Disponibilidade Site (%),74,99,TI,CRÍTICA
20/07/2025,Eletrônicos (Laptops),87,80,Vendas,NORMAL
20/07/2025,Acessórios (Cabos/Baterias),202,250,Logística,URGENTE
20/07/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
20/07/2025,Total faturado (USD),15033,15000,Financeiro,NORMAL
20/07/2025,Suporte (Tickets),28,30,Atendimento,URGENTE
20/07/2025,Tempo de Entrega (Horas),17,24,Logística,ALERTA
20/07/2025,Novos Leads B2B,24,15,Marketing,NORMAL
20/07/2025,Disponibilidade Site (%),93,99,TI,URGENTE
21/07/2025,Eletrônicos (Laptops),60,80,Vendas,ALERTA
21/07/2025,Acessórios (Cabos/Baterias),296,250,Logística,NORMAL
21/07/2025,Linha Branca (Washing Machines),56,20,Vendas,NORMAL
21/07/2025,Total faturado (USD),15024,15000,Financeiro,NORMAL
21/07/2025,Suporte (Tickets),80,30,Atendimento,NORMAL
21/07/2025,Tempo de Entrega (Horas),19,24,Logística,URGENTE
21/07/2025,Novos Leads B2B,14,15,Marketing,ALERTA
21/07/2025,Disponibilidade Site (%),149,99,TI,NORMAL
22/07/2025,Eletrônicos (Laptops),73,80,Vendas,URGENTE
22/07/2025,Acessórios (Cabos/Baterias),186,250,Logística,URGENTE
22/07/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
22/07/2025,Total faturado (USD),15034,15000,Financeiro,NORMAL
22/07/2025,Suporte (Tickets),23,30,Atendimento,CRÍTICA
22/07/2025,Tempo de Entrega (Horas),23,24,Logística,URGENTE
22/07/2025,Novos Leads B2B,11,15,Marketing,URGENTE
22/07/2025,Disponibilidade Site (%),123,99,TI,NORMAL
23/07/2025,Eletrônicos (Laptops),56,80,Vendas,ALERTA
23/07/2025,Acessórios (Cabos/Baterias),282,250,Logística,NORMAL
23/07/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
23/07/2025,Total faturado (USD),14360,15000,Financeiro,URGENTE
23/07/2025,Suporte (Tickets),27,30,Atendimento,URGENTE
23/07/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
23/07/2025,Novos Leads B2B,13,15,Marketing,CRÍTICA
23/07/2025,Disponibilidade Site (%),71,99,TI,URGENTE
24/07/2025,Eletrônicos (Laptops),63,80,Vendas,ALERTA
24/07/2025,Acessórios (Cabos/Baterias),262,250,Logística,NORMAL
24/07/2025,Linha Branca (Washing Machines),20,20,Vendas,CRÍTICA
24/07/2025,Total faturado (USD),11957,15000,Financeiro,URGENTE
24/07/2025,Suporte (Tickets),39,30,Atendimento,NORMAL
24/07/2025,Tempo de Entrega (Horas),19,24,Logística,URGENTE
24/07/2025,Novos Leads B2B,11,15,Marketing,URGENTE
24/07/2025,Disponibilidade Site (%),140,99,TI,NORMAL
25/07/2025,Eletrônicos (Laptops),71,80,Vendas,ALERTA
25/07/2025,Acessórios (Cabos/Baterias),198,250,Logística,URGENTE
25/07/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
25/07/2025,Total faturado (USD),14920,15000,Financeiro,URGENTE
25/07/2025,Suporte (Tickets),39,30,Atendimento,NORMAL
25/07/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
25/07/2025,Novos Leads B2B,12,15,Marketing,ALERTA
25/07/2025,Disponibilidade Site (%),106,99,TI,NORMAL
26/07/2025,Eletrônicos (Laptops),109,80,Vendas,NORMAL
26/07/2025,Acessórios (Cabos/Baterias),192,250,Logística,URGENTE
26/07/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
26/07/2025,Total faturado (USD),14126,15000,Financeiro,URGENTE
26/07/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
26/07/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
26/07/2025,Novos Leads B2B,34,15,Marketing,NORMAL
26/07/2025,Disponibilidade Site (%),123,99,TI,NORMAL
27/07/2025,Eletrônicos (Laptops),123,80,Vendas,NORMAL
27/07/2025,Acessórios (Cabos/Baterias),284,250,Logística,NORMAL
27/07/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
27/07/2025,Total faturado (USD),15023,15000,Financeiro,NORMAL
27/07/2025,Suporte (Tickets),27,30,Atendimento,URGENTE
27/07/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
27/07/2025,Novos Leads B2B,39,15,Marketing,NORMAL
27/07/2025,Disponibilidade Site (%),124,99,TI,NORMAL
28/07/2025,Eletrônicos (Laptops),121,80,Vendas,NORMAL
28/07/2025,Acessórios (Cabos/Baterias),207,250,Logística,URGENTE
28/07/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
28/07/2025,Total faturado (USD),13198,15000,Financeiro,URGENTE
28/07/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
28/07/2025,Tempo de Entrega (Horas),43,24,Logística,NORMAL
28/07/2025,Novos Leads B2B,13,15,Marketing,URGENTE
28/07/2025,Disponibilidade Site (%),82,99,TI,URGENTE
29/07/2025,Eletrônicos (Laptops),61,80,Vendas,URGENTE
29/07/2025,Acessórios (Cabos/Baterias),237,250,Logística,ALERTA
29/07/2025,Linha Branca (Washing Machines),16,20,Vendas,CRÍTICA
29/07/2025,Total faturado (USD),15031,15000,Financeiro,NORMAL
29/07/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
29/07/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
29/07/2025,Novos Leads B2B,12,15,Marketing,URGENTE
29/07/2025,Disponibilidade Site (%),130,99,TI,NORMAL
30/07/2025,Eletrônicos (Laptops),64,80,Vendas,CRÍTICA
30/07/2025,Acessórios (Cabos/Baterias),200,250,Logística,CRÍTICA
30/07/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
30/07/2025,Total faturado (USD),15010,15000,Financeiro,NORMAL
30/07/2025,Suporte (Tickets),75,30,Atendimento,NORMAL
30/07/2025,Tempo de Entrega (Horas),66,24,Logística,NORMAL
30/07/2025,Novos Leads B2B,28,15,Marketing,NORMAL
30/07/2025,Disponibilidade Site (%),92,99,TI,ALERTA
31/07/2025,Eletrônicos (Laptops),78,80,Vendas,CRÍTICA
31/07/2025,Acessórios (Cabos/Baterias),177,250,Logística,CRÍTICA
31/07/2025,Linha Branca (Washing Machines),67,20,Vendas,NORMAL
31/07/2025,Total faturado (USD),15004,15000,Financeiro,NORMAL
31/07/2025,Suporte (Tickets),21,30,Atendimento,URGENTE
31/07/2025,Tempo de Entrega (Horas),17,24,Logística,CRÍTICA
31/07/2025,Novos Leads B2B,15,15,Marketing,CRÍTICA
31/07/2025,Disponibilidade Site (%),121,99,TI,NORMAL
01/08/2025,Eletrônicos (Laptops),96,80,Vendas,NORMAL
01/08/2025,Acessórios (Cabos/Baterias),300,250,Logística,NORMAL
01/08/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
01/08/2025,Total faturado (USD),11266,15000,Financeiro,URGENTE
01/08/2025,Suporte (Tickets),37,30,Atendimento,NORMAL
01/08/2025,Tempo de Entrega (Horas),31,24,Logística,NORMAL
01/08/2025,Novos Leads B2B,12,15,Marketing,URGENTE
01/08/2025,Disponibilidade Site (%),109,99,TI,NORMAL
02/08/2025,Eletrônicos (Laptops),75,80,Vendas,URGENTE
02/08/2025,Acessórios (Cabos/Baterias),203,250,Logística,URGENTE
02/08/2025,Linha Branca (Washing Machines),16,20,Vendas,ALERTA
02/08/2025,Total faturado (USD),15010,15000,Financeiro,NORMAL
02/08/2025,Suporte (Tickets),60,30,Atendimento,NORMAL
02/08/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
02/08/2025,Novos Leads B2B,49,15,Marketing,NORMAL
02/08/2025,Disponibilidade Site (%),146,99,TI,NORMAL
03/08/2025,Eletrônicos (Laptops),62,80,Vendas,URGENTE
03/08/2025,Acessórios (Cabos/Baterias),288,250,Logística,NORMAL
03/08/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
03/08/2025,Total faturado (USD),15019,15000,Financeiro,NORMAL
03/08/2025,Suporte (Tickets),23,30,Atendimento,ALERTA
03/08/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
03/08/2025,Novos Leads B2B,60,15,Marketing,NORMAL
03/08/2025,Disponibilidade Site (%),81,99,TI,ALERTA
04/08/2025,Eletrônicos (Laptops),79,80,Vendas,ALERTA
04/08/2025,Acessórios (Cabos/Baterias),266,250,Logística,NORMAL
04/08/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
04/08/2025,Total faturado (USD),14229,15000,Financeiro,ALERTA
04/08/2025,Suporte (Tickets),25,30,Atendimento,ALERTA
04/08/2025,Tempo de Entrega (Horas),74,24,Logística,NORMAL
04/08/2025,Novos Leads B2B,15,15,Marketing,URGENTE
04/08/2025,Disponibilidade Site (%),101,99,TI,NORMAL
05/08/2025,Eletrônicos (Laptops),91,80,Vendas,NORMAL
05/08/2025,Acessórios (Cabos/Baterias),288,250,Logística,NORMAL
05/08/2025,Linha Branca (Washing Machines),29,20,Vendas,NORMAL
05/08/2025,Total faturado (USD),14180,15000,Financeiro,URGENTE
05/08/2025,Suporte (Tickets),24,30,Atendimento,CRÍTICA
05/08/2025,Tempo de Entrega (Horas),67,24,Logística,NORMAL
05/08/2025,Novos Leads B2B,50,15,Marketing,NORMAL
05/08/2025,Disponibilidade Site (%),130,99,TI,NORMAL
06/08/2025,Eletrônicos (Laptops),70,80,Vendas,CRÍTICA
06/08/2025,Acessórios (Cabos/Baterias),191,250,Logística,URGENTE
06/08/2025,Linha Branca (Washing Machines),16,20,Vendas,CRÍTICA
06/08/2025,Total faturado (USD),14526,15000,Financeiro,URGENTE
06/08/2025,Suporte (Tickets),69,30,Atendimento,NORMAL
06/08/2025,Tempo de Entrega (Horas),74,24,Logística,NORMAL
06/08/2025,Novos Leads B2B,15,15,Marketing,CRÍTICA
06/08/2025,Disponibilidade Site (%),72,99,TI,CRÍTICA
07/08/2025,Eletrônicos (Laptops),61,80,Vendas,CRÍTICA
07/08/2025,Acessórios (Cabos/Baterias),278,250,Logística,NORMAL
07/08/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
07/08/2025,Total faturado (USD),12456,15000,Financeiro,ALERTA
07/08/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
07/08/2025,Tempo de Entrega (Horas),27,24,Logística,NORMAL
07/08/2025,Novos Leads B2B,12,15,Marketing,URGENTE
07/08/2025,Disponibilidade Site (%),135,99,TI,NORMAL
08/08/2025,Eletrônicos (Laptops),66,80,Vendas,ALERTA
08/08/2025,Acessórios (Cabos/Baterias),259,250,Logística,NORMAL
08/08/2025,Linha Branca (Washing Machines),21,20,Vendas,NORMAL
08/08/2025,Total faturado (USD),15019,15000,Financeiro,NORMAL
08/08/2025,Suporte (Tickets),21,30,Atendimento,URGENTE
08/08/2025,Tempo de Entrega (Horas),19,24,Logística,URGENTE
08/08/2025,Novos Leads B2B,11,15,Marketing,ALERTA
08/08/2025,Disponibilidade Site (%),83,99,TI,URGENTE
09/08/2025,Eletrônicos (Laptops),77,80,Vendas,URGENTE
09/08/2025,Acessórios (Cabos/Baterias),260,250,Logística,NORMAL
09/08/2025,Linha Branca (Washing Machines),19,20,Vendas,CRÍTICA
09/08/2025,Total faturado (USD),13404,15000,Financeiro,ALERTA
09/08/2025,Suporte (Tickets),64,30,Atendimento,NORMAL
09/08/2025,Tempo de Entrega (Horas),32,24,Logística,NORMAL
09/08/2025,Novos Leads B2B,12,15,Marketing,URGENTE
09/08/2025,Disponibilidade Site (%),133,99,TI,NORMAL
10/08/2025,Eletrônicos (Laptops),115,80,Vendas,NORMAL
10/08/2025,Acessórios (Cabos/Baterias),261,250,Logística,NORMAL
10/08/2025,Linha Branca (Washing Machines),20,20,Vendas,CRÍTICA
10/08/2025,Total faturado (USD),15042,15000,Financeiro,NORMAL
10/08/2025,Suporte (Tickets),22,30,Atendimento,ALERTA
10/08/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
10/08/2025,Novos Leads B2B,12,15,Marketing,ALERTA
10/08/2025,Disponibilidade Site (%),135,99,TI,NORMAL
11/08/2025,Eletrônicos (Laptops),86,80,Vendas,NORMAL
11/08/2025,Acessórios (Cabos/Baterias),209,250,Logística,ALERTA
11/08/2025,Linha Branca (Washing Machines),50,20,Vendas,NORMAL
11/08/2025,Total faturado (USD),13844,15000,Financeiro,URGENTE
11/08/2025,Suporte (Tickets),30,30,Atendimento,ALERTA
11/08/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
11/08/2025,Novos Leads B2B,13,15,Marketing,URGENTE
11/08/2025,Disponibilidade Site (%),87,99,TI,URGENTE
12/08/2025,Eletrônicos (Laptops),63,80,Vendas,ALERTA
12/08/2025,Acessórios (Cabos/Baterias),254,250,Logística,NORMAL
12/08/2025,Linha Branca (Washing Machines),21,20,Vendas,NORMAL
12/08/2025,Total faturado (USD),12974,15000,Financeiro,CRÍTICA
12/08/2025,Suporte (Tickets),27,30,Atendimento,CRÍTICA
12/08/2025,Tempo de Entrega (Horas),20,24,Logística,ALERTA
12/08/2025,Novos Leads B2B,34,15,Marketing,NORMAL
12/08/2025,Disponibilidade Site (%),107,99,TI,NORMAL
13/08/2025,Eletrônicos (Laptops),130,80,Vendas,NORMAL
13/08/2025,Acessórios (Cabos/Baterias),262,250,Logística,NORMAL
13/08/2025,Linha Branca (Washing Machines),60,20,Vendas,NORMAL
13/08/2025,Total faturado (USD),13446,15000,Financeiro,CRÍTICA
13/08/2025,Suporte (Tickets),58,30,Atendimento,NORMAL
13/08/2025,Tempo de Entrega (Horas),21,24,Logística,ALERTA
13/08/2025,Novos Leads B2B,58,15,Marketing,NORMAL
13/08/2025,Disponibilidade Site (%),135,99,TI,NORMAL
14/08/2025,Eletrônicos (Laptops),70,80,Vendas,URGENTE
14/08/2025,Acessórios (Cabos/Baterias),188,250,Logística,CRÍTICA
14/08/2025,Linha Branca (Washing Machines),19,20,Vendas,ALERTA
14/08/2025,Total faturado (USD),11600,15000,Financeiro,CRÍTICA
14/08/2025,Suporte (Tickets),27,30,Atendimento,CRÍTICA
14/08/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
14/08/2025,Novos Leads B2B,14,15,Marketing,URGENTE
14/08/2025,Disponibilidade Site (%),82,99,TI,ALERTA
15/08/2025,Eletrônicos (Laptops),117,80,Vendas,NORMAL
15/08/2025,Acessórios (Cabos/Baterias),186,250,Logística,ALERTA
15/08/2025,Linha Branca (Washing Machines),25,20,Vendas,NORMAL
15/08/2025,Total faturado (USD),15006,15000,Financeiro,NORMAL
15/08/2025,Suporte (Tickets),43,30,Atendimento,NORMAL
15/08/2025,Tempo de Entrega (Horas),40,24,Logística,NORMAL
15/08/2025,Novos Leads B2B,14,15,Marketing,CRÍTICA
15/08/2025,Disponibilidade Site (%),78,99,TI,CRÍTICA
16/08/2025,Eletrônicos (Laptops),106,80,Vendas,NORMAL
16/08/2025,Acessórios (Cabos/Baterias),222,250,Logística,ALERTA
16/08/2025,Linha Branca (Washing Machines),56,20,Vendas,NORMAL
16/08/2025,Total faturado (USD),14203,15000,Financeiro,CRÍTICA
16/08/2025,Suporte (Tickets),29,30,Atendimento,ALERTA
16/08/2025,Tempo de Entrega (Horas),24,24,Logística,CRÍTICA
16/08/2025,Novos Leads B2B,15,15,Marketing,ALERTA
16/08/2025,Disponibilidade Site (%),73,99,TI,CRÍTICA
17/08/2025,Eletrônicos (Laptops),117,80,Vendas,NORMAL
17/08/2025,Acessórios (Cabos/Baterias),207,250,Logística,ALERTA
17/08/2025,Linha Branca (Washing Machines),20,20,Vendas,ALERTA
17/08/2025,Total faturado (USD),15016,15000,Financeiro,NORMAL
17/08/2025,Suporte (Tickets),58,30,Atendimento,NORMAL
17/08/2025,Tempo de Entrega (Horas),17,24,Logística,ALERTA
17/08/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
17/08/2025,Disponibilidade Site (%),77,99,TI,ALERTA
18/08/2025,Eletrônicos (Laptops),56,80,Vendas,ALERTA
18/08/2025,Acessórios (Cabos/Baterias),211,250,Logística,CRÍTICA
18/08/2025,Linha Branca (Washing Machines),59,20,Vendas,NORMAL
18/08/2025,Total faturado (USD),15019,15000,Financeiro,NORMAL
18/08/2025,Suporte (Tickets),30,30,Atendimento,URGENTE
18/08/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
18/08/2025,Novos Leads B2B,11,15,Marketing,URGENTE
18/08/2025,Disponibilidade Site (%),117,99,TI,NORMAL
19/08/2025,Eletrônicos (Laptops),67,80,Vendas,CRÍTICA
19/08/2025,Acessórios (Cabos/Baterias),175,250,Logística,URGENTE
19/08/2025,Linha Branca (Washing Machines),46,20,Vendas,NORMAL
19/08/2025,Total faturado (USD),13735,15000,Financeiro,ALERTA
19/08/2025,Suporte (Tickets),28,30,Atendimento,CRÍTICA
19/08/2025,Tempo de Entrega (Horas),24,24,Logística,CRÍTICA
19/08/2025,Novos Leads B2B,52,15,Marketing,NORMAL
19/08/2025,Disponibilidade Site (%),114,99,TI,NORMAL
20/08/2025,Eletrônicos (Laptops),66,80,Vendas,URGENTE
20/08/2025,Acessórios (Cabos/Baterias),246,250,Logística,URGENTE
20/08/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
20/08/2025,Total faturado (USD),15026,15000,Financeiro,NORMAL
20/08/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
20/08/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
20/08/2025,Novos Leads B2B,15,15,Marketing,URGENTE
20/08/2025,Disponibilidade Site (%),75,99,TI,URGENTE
21/08/2025,Eletrônicos (Laptops),80,80,Vendas,URGENTE
21/08/2025,Acessórios (Cabos/Baterias),274,250,Logística,NORMAL
21/08/2025,Linha Branca (Washing Machines),14,20,Vendas,ALERTA
21/08/2025,Total faturado (USD),15005,15000,Financeiro,NORMAL
21/08/2025,Suporte (Tickets),73,30,Atendimento,NORMAL
21/08/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
21/08/2025,Novos Leads B2B,15,15,Marketing,CRÍTICA
21/08/2025,Disponibilidade Site (%),122,99,TI,NORMAL
22/08/2025,Eletrônicos (Laptops),80,80,Vendas,CRÍTICA
22/08/2025,Acessórios (Cabos/Baterias),252,250,Logística,NORMAL
22/08/2025,Linha Branca (Washing Machines),15,20,Vendas,ALERTA
22/08/2025,Total faturado (USD),15014,15000,Financeiro,NORMAL
22/08/2025,Suporte (Tickets),40,30,Atendimento,NORMAL
22/08/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
22/08/2025,Novos Leads B2B,15,15,Marketing,URGENTE
22/08/2025,Disponibilidade Site (%),82,99,TI,URGENTE
23/08/2025,Eletrônicos (Laptops),76,80,Vendas,URGENTE
23/08/2025,Acessórios (Cabos/Baterias),241,250,Logística,URGENTE
23/08/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
23/08/2025,Total faturado (USD),12449,15000,Financeiro,ALERTA
23/08/2025,Suporte (Tickets),67,30,Atendimento,NORMAL
23/08/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
23/08/2025,Novos Leads B2B,12,15,Marketing,CRÍTICA
23/08/2025,Disponibilidade Site (%),89,99,TI,URGENTE
24/08/2025,Eletrônicos (Laptops),73,80,Vendas,CRÍTICA
24/08/2025,Acessórios (Cabos/Baterias),230,250,Logística,URGENTE
24/08/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
24/08/2025,Total faturado (USD),15016,15000,Financeiro,NORMAL
24/08/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
24/08/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
24/08/2025,Novos Leads B2B,38,15,Marketing,NORMAL
24/08/2025,Disponibilidade Site (%),130,99,TI,NORMAL
25/08/2025,Eletrônicos (Laptops),78,80,Vendas,ALERTA
25/08/2025,Acessórios (Cabos/Baterias),257,250,Logística,NORMAL
25/08/2025,Linha Branca (Washing Machines),19,20,Vendas,ALERTA
25/08/2025,Total faturado (USD),14814,15000,Financeiro,URGENTE
25/08/2025,Suporte (Tickets),26,30,Atendimento,URGENTE
25/08/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
25/08/2025,Novos Leads B2B,12,15,Marketing,URGENTE
25/08/2025,Disponibilidade Site (%),120,99,TI,NORMAL
